Original Entry,Title,Year,Format,TMDB Search JSON,TMDB ID,TMDB Rating,Genre,Poster Path,Cover URL,Cover Image,Runtime (min),Overview,Release Date,Watched?,My Rating (1-5),Notes,TMDB Source URL,Match Status
Paranormal Activity: The Marked Ones (2014),Paranormal Activity: The Marked Ones,2014,Blu-ray,,227348,5.432,"Horror, Thriller",/2o4vBAnORr9UnLMvWHhULGDHfzH.jpg,https://image.tmdb.org/t/p/w342/2o4vBAnORr9UnLMvWHhULGDHfzH.jpg,,84,"Seventeen-year-old Jesse has been hearing terrifying sounds coming from his neighbor’s apartment, but when he turns on his camera and sets out to uncover their source, he encounters an ancient evil that won’t rest until it’s claimed his very soul.",2014-01-01,Watched,5,,https://www.themoviedb.org/movie/227348,Matched
Parasite (2019),Parasite,2019,Blu-ray,,496243,8.494,"Comedy, Thriller, Drama",/7IiTTgloJzvGI1TAYymCfbfl3vT.jpg,https://image.tmdb.org/t/p/w342/7IiTTgloJzvGI1TAYymCfbfl3vT.jpg,,133,"All unemployed, Ki-taek's family takes peculiar interest in the wealthy and glamorous Parks for their livelihood until they get entangled in an unexpected incident.",2019-05-30,Unwatched,,,https://www.themoviedb.org/movie/496243,Matched
Paul (2011),Paul,2011,Blu-ray,,39513,6.7,"Adventure, Comedy, Science Fiction",/dKhexH8nS08lVlSmwSs00cHFxbY.jpg,https://image.tmdb.org/t/p/w342/dKhexH8nS08lVlSmwSs00cHFxbY.jpg,,104,"For the past 60 years, a space-traveling smart-ass named Paul has been locked up in a top-secret military base, advising world leaders about his kind. But when he worries he’s outlived his usefulness and the dissection table is drawing uncomfortably close, Paul escapes on the first RV that passes by his compound in Area 51. Fortunately, it contains the two earthlings who are most likely to rescue and harbor an alien on the run.",2011-02-14,Watched,5,,https://www.themoviedb.org/movie/39513,Matched
Pearl (2022),Pearl,2022,Blu-ray,,949423,7.233,Horror,/z5uIG81pXyHKg7cUFIu84Wjn4NS.jpg,https://image.tmdb.org/t/p/w342/z5uIG81pXyHKg7cUFIu84Wjn4NS.jpg,,102,"Trapped on her family’s isolated farm, Pearl must tend to her ailing father under the bitter and overbearing watch of her devout mother. Lusting for a glamorous life like she’s seen in the movies, Pearl’s ambitions, temptations, and repressions collide.",2022-09-16,Watched,5,,https://www.themoviedb.org/movie/949423,Matched
Pet Sematary (1989),Pet Sematary,1989,Blu-ray,,8913,6.6,Horror,/a1gIACZb04bL8EvLqMpofW2Eqeo.jpg,https://image.tmdb.org/t/p/w342/a1gIACZb04bL8EvLqMpofW2Eqeo.jpg,,103,"After the Creed family's cat is accidentally killed, a friendly neighbor advises its burial in a mysterious nearby cemetery.",1989-04-21,Watched,5,,https://www.themoviedb.org/movie/8913,Matched
Pineapple Express (2008),Pineapple Express,2008,Blu-ray,,10189,6.6,"Action, Comedy, Crime",/6E50WjeOYjDZg9HXgPjYdGtY2jG.jpg,https://image.tmdb.org/t/p/w342/6E50WjeOYjDZg9HXgPjYdGtY2jG.jpg,,112,A stoner and his dealer are forced to go on the run from the police after the pothead witnesses a cop commit a murder.,2008-08-06,Watched,4,,https://www.themoviedb.org/movie/10189,Matched
Pitch Perfect (2012),Pitch Perfect,2012,Blu-ray,,114150,7.272,"Comedy, Music, Romance",/gsFoJk9g8W3zgaipRrrURk7LbiF.jpg,https://image.tmdb.org/t/p/w342/gsFoJk9g8W3zgaipRrrURk7LbiF.jpg,,112,"College student Beca knows she does not want to be part of a clique, but that's exactly where she finds herself after arriving at her new school. Thrust in among mean gals, nice gals and just plain weird gals, Beca finds that the only thing they have in common is how well they sing together. She takes the women of the group out of their comfort zone of traditional arrangements and into a world of amazing harmonic combinations in a fight to the top of college music competitions.",2012-09-28,Unwatched,,,https://www.themoviedb.org/movie/114150,Matched
Pitch Perfect 2 (2015),Pitch Perfect 2,2015,Blu-ray,,254470,6.8,"Comedy, Music",/oFBQUufCV4c8WZoNhtGM17p884H.jpg,https://image.tmdb.org/t/p/w342/oFBQUufCV4c8WZoNhtGM17p884H.jpg,,115,"The Bellas are back, and they are better than ever. After being humiliated in front of none other than the President of the United States of America, the Bellas are taken out of the Aca-Circuit. In order to clear their name, and regain their status, the Bellas take on a seemingly impossible task: winning an international competition no American team has ever won. In order to accomplish this monumental task, they need to strengthen the bonds of friendship and sisterhood and blow away the competition with their amazing aca-magic! With all new friends and old rivals tagging along for the trip, the Bellas can hopefully accomplish their dreams.",2015-05-07,Unwatched,,,https://www.themoviedb.org/movie/254470,Matched
Planet Earth II (2016),Planet Earth II,2016,Blu-ray,,,,,,,,,,,Unwatched,,,,No TMDB match / check title-year
Planet Earth III (TV Series) (2023),Planet Earth III (TV Series),2023,Blu-ray (Season 1),,,,,,,,,,,Watched,4,,,No TMDB match / check title-year
Planet Terror (2007),Planet Terror,2007,Blu-ray,,1992,6.7,"Horror, Action, Thriller",/3705GxG0RN9XDV5y9IiXKYHw1fK.jpg,https://image.tmdb.org/t/p/w342/3705GxG0RN9XDV5y9IiXKYHw1fK.jpg,,105,"Two doctors find their graveyard shift inundated with townspeople ravaged by sores. Among the wounded is Cherry Darling, a dancer whose leg was ripped from her body. As the invalids quickly become enraged aggressors, Cherry and her ex-boyfriend El Wray lead a team of accidental warriors into the night.",2007-04-06,Watched,4,,https://www.themoviedb.org/movie/1992,Matched
Pokémon 3: The Movie - Spell of the Unown (2000),Pokémon 3: The Movie - Spell of the Unown,2000,Blu-ray,,10991,6.539,"Adventure, Fantasy, Animation, Action, Family",/hrBWiMWnD7mheMx846ycUWA3ohs.jpg,https://image.tmdb.org/t/p/w342/hrBWiMWnD7mheMx846ycUWA3ohs.jpg,,73,"When the sadness of her father's disappearance gets to Molly Hale, she unknowingly uses the Unown to create her own dream world along with Entei, who she believes to be her father. When Entei kidnaps Ash's mother, Ash — alongside Misty and Brock — invade the mansion looking for his mom and trying to stop the mysteries of Molly's Dream World and Entei!",2000-07-08,Watched,4,,https://www.themoviedb.org/movie/10991,Matched
Pokémon: The First Movie - Mewtwo Strikes Back (1998),Pokémon: The First Movie - Mewtwo Strikes Back,1998,Blu-ray,,10228,6.956,"Animation, Family, Adventure, Fantasy, Action",/6YPzBcMH0aPNTvdXNCDLY0zdE1g.jpg,https://image.tmdb.org/t/p/w342/6YPzBcMH0aPNTvdXNCDLY0zdE1g.jpg,,96,"Determined to prove its superiority, a bio-engineered Pokémon called Mewtwo lures Ash, Pikachu and others into a Pokemon match like none before.",1998-07-18,Watched,4,,https://www.themoviedb.org/movie/10228,Matched
Pokémon: The Movie 2000 - The Power of One (1999),Pokémon: The Movie 2000 - The Power of One,1999,Blu-ray,,12599,6.743,"Adventure, Fantasy, Animation, Science Fiction, Family",/6u65C8aG4krAVyHsTjAMF7ucTDH.jpg,https://image.tmdb.org/t/p/w342/6u65C8aG4krAVyHsTjAMF7ucTDH.jpg,,84,"When Lawrence III's scheme to capture the Legendary Pokémon Lugia upsets the balance of nature, it is up to Ash Ketchum and his friends to save the world.",1999-07-17,Watched,3,,https://www.themoviedb.org/movie/12599,Matched
Poltergeist (1982),Poltergeist,1982,Blu-ray,,609,7.155,Horror,/m5AKo8iZAYulI87Uzxkn87vRY07.jpg,https://image.tmdb.org/t/p/w342/m5AKo8iZAYulI87Uzxkn87vRY07.jpg,,114,"The Freelings' suburban home becomes the center of paranormal activity that opens a portal to the 'other side'. With help, they must cross over to get their daughter back.",1982-06-04,Watched,4,,https://www.themoviedb.org/movie/609,Matched
Possessor (2019),Possessor,2019,Blu-ray,,,,,,,,,,,Watched,3,,,No TMDB match / check title-year
The Poughkeepsie Tapes (2007),The Poughkeepsie Tapes,2007,Blu-ray,,38410,6.543,"Horror, Mystery, Crime, Thriller",/8ppkhu3pO3fnXr05YeE7ryKloVd.jpg,https://image.tmdb.org/t/p/w342/8ppkhu3pO3fnXr05YeE7ryKloVd.jpg,,81,"When hundreds of videotapes showing torture, murder and dismemberment are found in an abandoned house, they reveal a serial killer's decade-long reign of terror and become the most disturbing collection of evidence homicide detectives have ever seen.",2007-04-27,Watched,4,,https://www.themoviedb.org/movie/38410,Matched
Primer (2004),Primer,2004,Blu-ray,,14337,6.755,"Science Fiction, Drama, Thriller",/xEoq2WmDzpzxhkHEsmOYOg6BPg6.jpg,https://image.tmdb.org/t/p/w342/xEoq2WmDzpzxhkHEsmOYOg6BPg6.jpg,,77,"A group of fledgling inventors discover a complex method to manipulate reality. At first, they successfully game the stock market with it, but the consequences of the invention start to catch up with them.",2004-10-08,Unwatched,,,https://www.themoviedb.org/movie/14337,Matched
The Proposal (2009),The Proposal,2009,Blu-ray,,18240,7.2,"Comedy, Romance, Drama",/6stnAm1wSek8ZrislwK4xGTyCnt.jpg,https://image.tmdb.org/t/p/w342/6stnAm1wSek8ZrislwK4xGTyCnt.jpg,,108,"When she learns she's in danger of losing her visa status and being deported, overbearing book editor Margaret Tate forces her put-upon assistant, Andrew Paxton, to marry her.",2009-06-02,Watched,5,,https://www.themoviedb.org/movie/18240,Matched
Pulse (2001),Pulse,2001,Blu-ray,,27324,6.7,"Horror, Thriller, Mystery",/c3zEimDraIyMSasPMGDaNOrhnzn.jpg,https://image.tmdb.org/t/p/w342/c3zEimDraIyMSasPMGDaNOrhnzn.jpg,,119,"In the immense city of Tokyo, the darkness of the afterlife lures some of its inhabitants desperately trying to escape the sadness and isolation of the modern world.",2001-02-03,Watched,2,,https://www.themoviedb.org/movie/27324,Matched
The Purge (2013),The Purge,2013,Blu-ray,,158015,6.25,"Science Fiction, Horror, Thriller",/46X1ei9uf13nkkr0OhWldGyr5Uh.jpg,https://image.tmdb.org/t/p/w342/46X1ei9uf13nkkr0OhWldGyr5Uh.jpg,,85,"Given the country's overcrowded prisons, the U.S. government begins to allow 12-hour periods of time in which all illegal activity is legal. During one of these free-for-alls, a family must protect themselves from a home invasion.",2013-05-31,Watched,2,,https://www.themoviedb.org/movie/158015,Matched
The Purge: Anarchy (2014),The Purge: Anarchy,2014,Blu-ray,,238636,6.627,"Horror, Thriller",/qwqHHZLZSUvMkAMQ47ymtfjEifY.jpg,https://image.tmdb.org/t/p/w342/qwqHHZLZSUvMkAMQ47ymtfjEifY.jpg,,103,"One night per year, the government sanctions a 12-hour period in which citizens can commit any crime they wish -- including murder -- without fear of punishment or imprisonment. Leo, a sergeant who lost his son, plans a vigilante mission of revenge during the mayhem. However, instead of a death-dealing avenger, he becomes the unexpected protector of four innocent strangers who desperately need his help if they are to survive the night.",2014-07-17,Unwatched,,,https://www.themoviedb.org/movie/238636,Matched
The Purge: Election Year (2016),The Purge: Election Year,2016,Blu-ray,,316727,6.381,"Action, Horror, Thriller",/gg7tlp45xqGWMra0sqQVPvybje2.jpg,https://image.tmdb.org/t/p/w342/gg7tlp45xqGWMra0sqQVPvybje2.jpg,,109,"Two years after choosing not to kill the man who killed his son, former police sergeant Leo Barnes has become head of security for Senator Charlene Roan, the front runner in the next Presidential election due to her vow to eliminate the Purge. On the night of what should be the final Purge, a betrayal from within the government forces Barnes and Roan out onto the street where they must fight to survive the night.",2016-06-29,Watched,5,,https://www.themoviedb.org/movie/316727,Matched
Raw (2016),Raw,2016,Blu-ray,,995725,10,,/uW1UUFIKoMHHR64K1aftnmc5eu9.jpg,https://image.tmdb.org/t/p/w342/uW1UUFIKoMHHR64K1aftnmc5eu9.jpg,,10,"Two comedy show hosts go above and beyond to please their viewers, including a live monkey, a bank robbery, and a greasy cooking segment.",2016-07-16,Watched,4,,https://www.themoviedb.org/movie/995725,Matched
Ready or Not (2019),Ready or Not,2019,Blu-ray,,567609,7.068,"Horror, Comedy",/oJD9KQFoObZmxAS1je56SIFVNJt.jpg,https://image.tmdb.org/t/p/w342/oJD9KQFoObZmxAS1je56SIFVNJt.jpg,,96,A young bride's wedding night turns into her worst nightmare when her ridiculously rich in-laws force her to play a gruesome game of hide-and-seek.,2019-08-21,Watched,3,,https://www.themoviedb.org/movie/567609,Matched
Ready Player One (2018),Ready Player One,2018,Blu-ray,,333339,7.586,"Adventure, Action, Science Fiction",/pU1ULUq8D3iRxl1fdX2lZIzdHuI.jpg,https://image.tmdb.org/t/p/w342/pU1ULUq8D3iRxl1fdX2lZIzdHuI.jpg,,140,"When the creator of a popular video game system dies, a virtual contest is created to compete for his fortune.",2018-03-28,Watched,5,,https://www.themoviedb.org/movie/333339,Matched
Return to House on Haunted Hill (2007),Return to House on Haunted Hill,2007,Blu-ray,,13564,5.495,"Horror, Thriller",/ipBiyifbFqY0ZduO3R9OPBjc2pH.jpg,https://image.tmdb.org/t/p/w342/ipBiyifbFqY0ZduO3R9OPBjc2pH.jpg,,81,"Eight years have passed since Sara Wolfe and Eddie Baker escaped the House on Haunted Hill. Now the kidnapped Ariel, Sara's sister, goes inside the house with a group of treasure hunters to find the statue of Baphomet, worth millions and believed to be the cause of the House's evil.",2007-10-03,Unwatched,,,https://www.themoviedb.org/movie/13564,Matched
The Ring (2002),The Ring,2002,Blu-ray,,565,6.701,"Horror, Mystery",/AeRpUynJKDpJveklBJipOYrVxCS.jpg,https://image.tmdb.org/t/p/w342/AeRpUynJKDpJveklBJipOYrVxCS.jpg,,115,Journalist Rachel Keller investigates a strange videotape that may be behind the untimely deaths of four teenagers. There is an urban legend about this tape: the viewer will die seven days after watching it. Rachel tracks down the video... and watches it. Now she has just seven days to unravel the mystery of the Ring in order to save herself and her son.,2002-10-18,Watched,2,,https://www.themoviedb.org/movie/565,Matched
Ring (1998),Ring,1998,Blu-ray,,2671,7.1,"Horror, Thriller",/1YINof6kN5yRdePEbcU5360ejoq.jpg,https://image.tmdb.org/t/p/w342/1YINof6kN5yRdePEbcU5360ejoq.jpg,,96,"A mysterious video has been linked to a number of deaths, and when an inquisitive journalist finds the tape and views it herself, she sets in motion a chain of events that puts her own life in danger.",1998-01-31,Watched,3,,https://www.themoviedb.org/movie/2671,Matched
The Ring Two (2005),The Ring Two,2005,Blu-ray,,10320,5.759,"Drama, Horror, Thriller",/bHbz7z2pecTawhkqLpuC2m0qywe.jpg,https://image.tmdb.org/t/p/w342/bHbz7z2pecTawhkqLpuC2m0qywe.jpg,,109,"After the ordeal with Samara, Rachel and Aiden move to a rural town. But soon Rachel learns about the death of a girl in a similar fashion. To save Aiden, she must dig into Samara's past even further.",2005-03-10,Watched,5,,https://www.themoviedb.org/movie/10320,Matched
Rings (2017),Rings,2017,Blu-ray,,14564,5.022,Horror,/yp4CDOVpVmNwiPoZKQeFCpW8CFo.jpg,https://image.tmdb.org/t/p/w342/yp4CDOVpVmNwiPoZKQeFCpW8CFo.jpg,,102,"Julia becomes worried about her boyfriend Holt when he explores the dark urban legend of a mysterious videotape said to kill the watcher seven days after viewing. She sacrifices herself to save her boyfriend and in doing so makes a horrifying discovery: there is a ""movie within the movie"" that no one has ever seen before.",2017-02-01,Unwatched,,,https://www.themoviedb.org/movie/14564,Matched
Rise of the Planet of the Apes (2011),Rise of the Planet of the Apes,2011,"Blu-ray, Blu-ray",,61791,7.3,"Thriller, Action, Drama, Science Fiction",/oqA45qMyyo1TtrnVEBKxqmTPhbN.jpg,https://image.tmdb.org/t/p/w342/oqA45qMyyo1TtrnVEBKxqmTPhbN.jpg,,105,"A highly intelligent chimpanzee named Caesar has been living a peaceful suburban life ever since he was born. But when he gets taken to a cruel primate facility, Caesar decides to revolt against those who have harmed him.",2011-08-03,Unwatched,,,https://www.themoviedb.org/movie/61791,Matched
RoboCop (1987),RoboCop,1987,Blu-ray,,5548,7.358,"Action, Thriller, Science Fiction",/esmAU0fCO28FbS6bUBKLAzJrohZ.jpg,https://image.tmdb.org/t/p/w342/esmAU0fCO28FbS6bUBKLAzJrohZ.jpg,,102,"In a violent, near-apocalyptic Detroit, evil corporation Omni Consumer Products wins a contract from the city government to privatize the police force. To test their crime-eradicating cyborgs, the company leads street cop Alex Murphy into an armed confrontation with crime lord Boddicker so they can use his body to support their untested RoboCop prototype. But when RoboCop learns of the company's nefarious plans, he turns on his masters.",1987-07-17,Watched,5,,https://www.themoviedb.org/movie/5548,Matched
The Sadness (2021),The Sadness,2021,Blu-ray,,776797,6.8,"Horror, Thriller",/mi5lh2brPMzuWYddyUKuCtcnjt1.jpg,https://image.tmdb.org/t/p/w342/mi5lh2brPMzuWYddyUKuCtcnjt1.jpg,,100,"A young couple is pushed to the limits of sanity as they attempt to be reunited amid the chaos of a pandemic outbreak. The streets erupt into violence and depravity, as those infected are driven to enact the most cruel and ghastly things imaginable.",2021-01-22,Watched,5,,https://www.themoviedb.org/movie/776797,Matched
Saw (2004),Saw,2004,Blu-ray,,176,7.4,"Horror, Mystery, Crime",/rLNSOudrayDBo1uqXjrhxcjODIC.jpg,https://image.tmdb.org/t/p/w342/rLNSOudrayDBo1uqXjrhxcjODIC.jpg,,103,"Two men wake up to find themselves shackled in a grimy, abandoned bathroom. As they struggle to comprehend their predicament, they discover a disturbing tape left behind by the sadistic mastermind known as Jigsaw. With a chilling voice and cryptic instructions, Jigsaw informs them that they must partake in a gruesome game in order to secure their freedom.",2004-10-01,Watched,4,,https://www.themoviedb.org/movie/176,Matched
