Original Entry,Title,Year,Format,TMDB Search JSON,TMDB ID,TMDB Rating,Genre,Poster Path,Cover URL,Cover Image,Runtime (min),Overview,Release Date,Watched?,My Rating (1-5),Notes,TMDB Source URL,Match Status
The Lord of the Rings: The Fellowship of the Ring (2001),The Lord of the Rings: The Fellowship of the Ring,2001,Blu-ray,,120,8.435,"Adventure, Fantasy, Action",/6oom5QYQ2yQTMJIbnvbkBL9cHo6.jpg,https://image.tmdb.org/t/p/w342/6oom5QYQ2yQTMJIbnvbkBL9cHo6.jpg,,179,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.",2001-12-18,Watched,4,,https://www.themoviedb.org/movie/120,Matched
The Lord of the Rings: The Return of the King (2003),The Lord of the Rings: The Return of the King,2003,Blu-ray,,122,8.498,"Adventure, Fantasy, Action",/rCzpDGLbOoPwLjy3OAm5NUPOTrC.jpg,https://image.tmdb.org/t/p/w342/rCzpDGLbOoPwLjy3OAm5NUPOTrC.jpg,,201,"As armies mass for a final battle that will decide the fate of the world--and powerful, ancient forces of Light and Dark compete to determine the outcome--one member of the Fellowship of the Ring is revealed as the noble heir to the throne of the Kings of Men. Yet, the sole hope for triumph over evil lies with a brave hobbit, Frodo, who, accompanied by his loyal friend Sam and the hideous, wretched Gollum, ventures deep into the very dark heart of Mordor on his seemingly impossible quest to destroy the Ring of Power.​",2003-12-17,Watched,4,,https://www.themoviedb.org/movie/122,Matched
The Lord of the Rings: The Two Towers (2002),The Lord of the Rings: The Two Towers,2002,Blu-ray,,121,8.419,"Adventure, Fantasy, Action",/5VTN0pR8gcqV3EPUHHfMGnJYN9L.jpg,https://image.tmdb.org/t/p/w342/5VTN0pR8gcqV3EPUHHfMGnJYN9L.jpg,,179,"Frodo Baggins and the other members of the Fellowship continue on their sacred quest to destroy the One Ring--but on separate paths. Their destinies lie at two towers--Orthanc Tower in Isengard, where the corrupt wizard Saruman awaits, and Sauron's fortress at Barad-dur, deep within the dark lands of Mordor. Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.",2002-12-18,Watched,5,,https://www.themoviedb.org/movie/121,Matched
The Lost World: Jurassic Park (1997),The Lost World: Jurassic Park,1997,Blu-ray,,330,6.565,"Adventure, Action, Science Fiction",/6fSkhv35nPSw9hwPVCMINQFG1WD.jpg,https://image.tmdb.org/t/p/w342/6fSkhv35nPSw9hwPVCMINQFG1WD.jpg,,129,"Four years after Jurassic Park's genetically bred dinosaurs ran amok, multimillionaire John Hammond shocks chaos theorist Ian Malcolm by revealing that he has been breeding more beasties at a secret location. Malcolm, his paleontologist ladylove and a wildlife videographer join an expedition to document the lethal lizards' natural behavior in this action-packed thriller.",1997-05-23,Watched,4,,https://www.themoviedb.org/movie/330,Matched
M3GAN (2022),M3GAN,2022,Blu-ray,,536554,7.023,"Science Fiction, Horror",/d9nBoowhjiiYc4FBNtQkPY7c11H.jpg,https://image.tmdb.org/t/p/w342/d9nBoowhjiiYc4FBNtQkPY7c11H.jpg,,102,"A brilliant toy company roboticist uses artificial intelligence to develop M3GAN, a life-like doll programmed to emotionally bond with her newly orphaned niece. But when the doll's programming works too well, she becomes overprotective of her new friend with terrifying results.",2022-12-28,Unwatched,,,https://www.themoviedb.org/movie/536554,Matched
Maleficent: Mistress of Evil (2019),Maleficent: Mistress of Evil,2019,Blu-ray,,420809,7.296,"Family, Fantasy, Adventure",/vloNTScJ3w7jwNwtNGoG8DbTThv.jpg,https://image.tmdb.org/t/p/w342/vloNTScJ3w7jwNwtNGoG8DbTThv.jpg,,119,"Maleficent and her goddaughter Aurora begin to question the complex family ties that bind them as they are pulled in different directions by impending nuptials, unexpected allies, and dark new forces at play.",2019-10-16,Watched,5,,https://www.themoviedb.org/movie/420809,Matched
Malignant (2021),Malignant,2021,Blu-ray,,619778,6.7,"Horror, Mystery",/dGv2BWjzwAz6LB8a8JeRIZL8hSz.jpg,https://image.tmdb.org/t/p/w342/dGv2BWjzwAz6LB8a8JeRIZL8hSz.jpg,,111,"Madison is paralyzed by shocking visions of grisly murders, and her torment worsens as she discovers that these waking dreams are in fact terrifying realities with a mysterious tie to her past.",2021-09-01,Watched,4,,https://www.themoviedb.org/movie/619778,Matched
Martyrs (2008),Martyrs,2008,Blu-ray,,9539,7.304,"Horror, Drama, Thriller",/sT5ITTlTcnPOeFzHEu5j0hTZUvD.jpg,https://image.tmdb.org/t/p/w342/sT5ITTlTcnPOeFzHEu5j0hTZUvD.jpg,,99,"A young woman’s quest for revenge against the people who kidnapped and tortured her as a child leads her and her best friend, also a victim of child abuse, on a terrifying journey into a living hell of depravity.",2008-06-12,Unwatched,,,https://www.themoviedb.org/movie/9539,Matched
The Matrix (1999),The Matrix,1999,Blu-ray,,603,8.246,"Action, Science Fiction",/aOIuZAjPaRIE6CMzbazvcHuHXDc.jpg,https://image.tmdb.org/t/p/w342/aOIuZAjPaRIE6CMzbazvcHuHXDc.jpg,,136,"Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.",1999-03-31,Unwatched,,,https://www.themoviedb.org/movie/603,Matched
The Matrix Reloaded (2003),The Matrix Reloaded,2003,Blu-ray,,604,7.076,"Adventure, Action, Thriller, Science Fiction",/aA5qHS0FbSXO8PxcxUIHbDrJyuh.jpg,https://image.tmdb.org/t/p/w342/aA5qHS0FbSXO8PxcxUIHbDrJyuh.jpg,,138,"The Resistance builds in numbers as humans are freed from the Matrix and brought to the city of Zion. Neo discovers his superpowers, including the ability to see the code inside the Matrix. With machine sentinels digging to Zion in 72 hours, Neo, Morpheus and Trinity must find the Keymaker to ultimately reach the Source.",2003-05-15,Unwatched,,,https://www.themoviedb.org/movie/604,Matched
The Matrix Resurrections (2021),The Matrix Resurrections,2021,Blu-ray,,624860,6.333,"Science Fiction, Action, Adventure",/8c4a8kE7PizaGQQnditMmI1xbRp.jpg,https://image.tmdb.org/t/p/w342/8c4a8kE7PizaGQQnditMmI1xbRp.jpg,,148,"Plagued by strange memories, Neo's life takes an unexpected turn when he finds himself back inside the Matrix.",2021-12-16,Unwatched,,,https://www.themoviedb.org/movie/624860,Matched
The Matrix Revolutions (2003),The Matrix Revolutions,2003,Blu-ray,,605,6.753,"Adventure, Action, Thriller, Science Fiction",/bkkS61w94ZVMNVd8KEyyJl2tnY5.jpg,https://image.tmdb.org/t/p/w342/bkkS61w94ZVMNVd8KEyyJl2tnY5.jpg,,129,The human city of Zion defends itself against the massive invasion of the machines as Neo fights to end the war at another front while also opposing the rogue Agent Smith.,2003-11-05,Unwatched,,,https://www.themoviedb.org/movie/605,Matched
MaXXXine (2024),MaXXXine,2024,Blu-ray,,1023922,6.297,"Horror, Thriller",/ArvoFK6nlouZRxYmtIOUzKIrg90.jpg,https://image.tmdb.org/t/p/w342/ArvoFK6nlouZRxYmtIOUzKIrg90.jpg,,103,"In 1980s Hollywood, adult film star and aspiring actress Maxine Minx finally gets her big break. But as a mysterious killer stalks the starlets of Hollywood, a trail of blood threatens to reveal her sinister past.",2024-07-04,Watched,2,,https://www.themoviedb.org/movie/1023922,Matched
Meet the Spartans (2008),Meet the Spartans,2008,Blu-ray,,7278,4.094,"Comedy, Fantasy",/DWQOjAPvM8Kk1Qp3Xq0zae0Z6w.jpg,https://image.tmdb.org/t/p/w342/DWQOjAPvM8Kk1Qp3Xq0zae0Z6w.jpg,,84,"The heroic Leonidas, armed with nothing but leather underwear and a cape, leads a ragtag group of thirteen Spartans to defend their homeland against the invading Persians (whose ranks include Ghost Rider, Rocky Balboa, the Transformers, and a hunchbacked Paris Hilton). No one is safe when the Spartans take on the biggest icons in pop culture!",2008-01-24,Unwatched,,,https://www.themoviedb.org/movie/7278,Matched
Memories of Murder (2003),Memories of Murder,2003,Blu-ray,,11423,8.058,"Crime, Drama, Thriller",/jcgUjx1QcupGzjntTVlnQ15lHqy.jpg,https://image.tmdb.org/t/p/w342/jcgUjx1QcupGzjntTVlnQ15lHqy.jpg,,131,"A sadistic serial rapist and murderer of young women terrorizes a small province in 1980s South Korea. To prevent further crimes, three increasingly desperate detectives with conflicting methods race against time to unravel the violent mind of the killer in a futile effort to solve the case.",2003-04-25,Watched,4,,https://www.themoviedb.org/movie/11423,Matched
The Midnight Meat Train (2008),The Midnight Meat Train,2008,Blu-ray,,10185,6.183,"Horror, Mystery, Fantasy",/x5YbfyUA8huK0shr008xwzNVJ5Y.jpg,https://image.tmdb.org/t/p/w342/x5YbfyUA8huK0shr008xwzNVJ5Y.jpg,,103,"A photographer's obsessive pursuit of dark subject matter leads him into the path of a serial killer who stalks late night commuters, ultimately butchering them in the most gruesome ways.",2008-08-07,Watched,2,,https://www.themoviedb.org/movie/10185,Matched
Midnight Movie (2008),Midnight Movie,2008,Blu-ray,,14686,5,"Horror, Thriller, Fantasy",/t04hiJUR5EiUjobsYdvQNgJkxbI.jpg,https://image.tmdb.org/t/p/w342/t04hiJUR5EiUjobsYdvQNgJkxbI.jpg,,82,"At a seedy theater in a sleepy suburban town, a group of friends get together for a midnight screening of an early 1970s horror film, unaware that the director has something more in store for them.",2008-10-24,Watched,1,,https://www.themoviedb.org/movie/14686,Matched
A Million Ways to Die in the West (2014),A Million Ways to Die in the West,2014,Blu-ray,,188161,6.1,"Comedy, Western",/n9SicwnoNGWBwE75le27sUhCLMm.jpg,https://image.tmdb.org/t/p/w342/n9SicwnoNGWBwE75le27sUhCLMm.jpg,,116,"As a cowardly farmer begins to fall for the mysterious new woman in town, he must put his new-found courage to the test when her husband, a notorious gun-slinger, announces his arrival.",2014-05-22,Unwatched,,,https://www.themoviedb.org/movie/188161,Matched
Mission: Impossible (1996),Mission: Impossible,1996,Blu-ray,,954,7.025,"Adventure, Action, Thriller",/l5uxY5m5OInWpcExIpKG6AR3rgL.jpg,https://image.tmdb.org/t/p/w342/l5uxY5m5OInWpcExIpKG6AR3rgL.jpg,,111,"When Ethan Hunt, the leader of a crack espionage team whose perilous operation has gone awry with no explanation, discovers that a mole has penetrated the CIA, he's surprised to learn that he's the prime suspect. To clear his name, Hunt now must ferret out the real double agent and, in the process, even the score.",1996-05-22,Unwatched,,,https://www.themoviedb.org/movie/954,Matched
Mission: Impossible II (2000),Mission: Impossible II,2000,Blu-ray,,955,6.143,"Adventure, Action, Thriller",/hfnrual76gPeNFduhD4xzHWpfTw.jpg,https://image.tmdb.org/t/p/w342/hfnrual76gPeNFduhD4xzHWpfTw.jpg,,123,"With computer genius Luther Stickell at his side and a beautiful thief on his mind, agent Ethan Hunt races across Australia and Spain to stop a former IMF agent from unleashing a genetically engineered biological weapon called Chimera. This mission, should Hunt choose to accept it, plunges him into the center of an international crisis of terrifying magnitude.",2000-05-24,Watched,4,,https://www.themoviedb.org/movie/955,Matched
The Mist (2007),The Mist,2007,Blu-ray,,5876,6.944,"Horror, Science Fiction, Thriller",/1CvJ6diBACKPVGOpcWuY4XPQdqX.jpg,https://image.tmdb.org/t/p/w342/1CvJ6diBACKPVGOpcWuY4XPQdqX.jpg,,126,"After a violent storm, a dense cloud of mist envelops a small Maine town, trapping David Drayton and his five-year-old son in a local grocery store with other local residents. They soon discover that the mist conceals deadly horrors that threaten their lives, and worse, their sanity.",2007-11-21,Unwatched,,,https://www.themoviedb.org/movie/5876,Matched
Les Misérables (2012),Les Misérables,2012,Blu-ray,,82695,7.305,"History, Drama",/6CuzBs2Lb8At7qQr64mLXg2RYRb.jpg,https://image.tmdb.org/t/p/w342/6CuzBs2Lb8At7qQr64mLXg2RYRb.jpg,,158,"An adaptation of the successful stage musical based on Victor Hugo's classic novel set in 19th-century France. Jean Valjean, a man imprisoned for stealing bread, must flee a relentless policeman named Javert. The pursuit consumes both men's lives, and soon Valjean finds himself in the midst of the student revolutions in France.",2012-12-18,Watched,5,,https://www.themoviedb.org/movie/82695,Matched
mother! (2017),mother!,2017,Blu-ray,,381283,6.96,"Horror, Drama",/fjny9chXPx69ln1LMJxbwi5yHMt.jpg,https://image.tmdb.org/t/p/w342/fjny9chXPx69ln1LMJxbwi5yHMt.jpg,,121,"A couple's relationship is tested when uninvited guests arrive at their home, disrupting their tranquil existence.",2017-09-13,Watched,3,,https://www.themoviedb.org/movie/381283,Matched
Movie 43 (2013),Movie 43,2013,Blu-ray,,87818,4.655,Comedy,/uYa06GxHsCsELx9vOQ11vsT0Aa6.jpg,https://image.tmdb.org/t/p/w342/uYa06GxHsCsELx9vOQ11vsT0Aa6.jpg,,98,"A series of interconnected short films are the backdrop for a maniac screenwriter who pitches insane storylines featuring some of Hollywood's biggest and brightest.  In some countries, like the United Kingdom and the Netherlands, the structure differs. Instead of a pitch, the films are connected by a group of three teenagers searching for the most banned film in the world, Movie 43, which will ultimately lead to the destruction of civilization.",2013-01-24,Unwatched,,,https://www.themoviedb.org/movie/87818,Matched
Mulholland Drive (2001),Mulholland Drive,2001,Blu-ray,,1018,7.803,"Thriller, Drama, Mystery",/x7A59t6ySylr1L7aubOQEA480vM.jpg,https://image.tmdb.org/t/p/w342/x7A59t6ySylr1L7aubOQEA480vM.jpg,,147,"Blonde Betty Elms has only just arrived in Hollywood to become a movie star when she meets an enigmatic brunette with amnesia. Meanwhile, as the two set off to solve the second woman's identity, filmmaker Adam Kesher runs into ominous trouble while casting his latest project.",2001-06-06,Watched,5,,https://www.themoviedb.org/movie/1018,Matched
National Treasure (2004),National Treasure,2004,Blu-ray,,2059,6.7,"Adventure, Action, Thriller, Mystery",/pxL6E4GBOPUG6CdkO9cUQN5VMwI.jpg,https://image.tmdb.org/t/p/w342/pxL6E4GBOPUG6CdkO9cUQN5VMwI.jpg,,131,"Modern treasure hunters, led by archaeologist Ben Gates, search for a chest of riches rumored to have been stashed away by George Washington, Thomas Jefferson and Benjamin Franklin during the Revolutionary War. The chest's whereabouts may lie in secret clues embedded in the Constitution and the Declaration of Independence, and Gates is in a race to find the gold before his enemies do.",2004-11-19,Watched,4,,https://www.themoviedb.org/movie/2059,Matched
Natural Born Killers (1994),Natural Born Killers,1994,Blu-ray,,241,7.053,"Crime, Thriller, Drama",/fEKZwT91gxvkAoyPgpNXo8W5fu0.jpg,https://image.tmdb.org/t/p/w342/fEKZwT91gxvkAoyPgpNXo8W5fu0.jpg,,119,Two victims of traumatized childhoods become lovers and serial murderers irresponsibly glorified by the mass media.,1994-08-26,Watched,4,,https://www.themoviedb.org/movie/241,Matched
Neighbors (2014),Neighbors,2014,Blu-ray,,195589,6.182,Comedy,/sN1RU08CMi8xkRIibremh3AOdgw.jpg,https://image.tmdb.org/t/p/w342/sN1RU08CMi8xkRIibremh3AOdgw.jpg,,97,A couple with a newborn baby face unexpected difficulties after they are forced to live next to a fraternity house.,2014-05-08,Watched,4,,https://www.themoviedb.org/movie/195589,Matched
Nightcrawler (2014),Nightcrawler,2014,Blu-ray,,242582,7.7,"Crime, Drama, Thriller",/j9HrX8f7GbZQm1BrBiR40uFQZSb.jpg,https://image.tmdb.org/t/p/w342/j9HrX8f7GbZQm1BrBiR40uFQZSb.jpg,,118,"When Lou Bloom, desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story. Aiding him in his effort is Nina, a TV-news veteran.",2014-10-23,Watched,3,,https://www.themoviedb.org/movie/242582,Matched
A Nightmare on Elm Street (2010),A Nightmare on Elm Street,2010,Blu-ray,,23437,5.523,"Horror, Mystery, Thriller",/nsmW28GcNabCUZfP5YtUEe8Li0f.jpg,https://image.tmdb.org/t/p/w342/nsmW28GcNabCUZfP5YtUEe8Li0f.jpg,,95,"Teenagers Nancy, Quentin, Kris, Jesse and Dean are all neighborhood friends who begin having the same dream of a horribly disfigured man who wears a tattered sweater and a glove made of knives. The man terrorizes them in their dreams, and the only escape is to wake up. But when, one by one, they start dying violently, the friends realize that what happens in the dream world is real, and the only way to stay alive is to stay awake.",2010-04-30,Unwatched,,,https://www.themoviedb.org/movie/23437,Matched
A Nightmare on Elm Street (1984),A Nightmare on Elm Street,1984,Blu-ray,,377,7.345,Horror,/wGTpGGRMZmyFCcrY2YoxVTIBlli.jpg,https://image.tmdb.org/t/p/w342/wGTpGGRMZmyFCcrY2YoxVTIBlli.jpg,,91,"Teenagers in a small town are dropping like flies, apparently in the grip of mass hysteria causing their suicides. A cop's daughter, Nancy Thompson, traces the cause to child molester Fred Krueger, who was burned alive by angry parents many years before. Krueger has now come back in the dreams of his killers' children, claiming their lives as his revenge. Nancy and her boyfriend, Glen, must devise a plan to lure the monster out of the realm of nightmares and into the real world...",1984-11-09,Unwatched,,,https://www.themoviedb.org/movie/377,Matched
A Nightmare on Elm Street 2: Freddy's Revenge (1985),A Nightmare on Elm Street 2: Freddy's Revenge,1985,Blu-ray,,10014,5.775,Horror,/53kxYw0G3o55yJ23K7s7KMaOyAM.jpg,https://image.tmdb.org/t/p/w342/53kxYw0G3o55yJ23K7s7KMaOyAM.jpg,,87,"A teenage boy is haunted in his dreams by deceased child murderer Freddy Krueger, who is out to possess him in order to continue his reign of terror in the real world.",1985-11-01,Unwatched,,,https://www.themoviedb.org/movie/10014,Matched
A Nightmare on Elm Street 3: Dream Warriors (1987),A Nightmare on Elm Street 3: Dream Warriors,1987,Blu-ray,,10072,6.71,"Horror, Thriller, Fantasy",/qbtZewU6EGvxi8yFVzwZ31NijLX.jpg,https://image.tmdb.org/t/p/w342/qbtZewU6EGvxi8yFVzwZ31NijLX.jpg,,96,"A psychiatrist, familiar with the knife-wielding dream demon Freddy Krueger, helps teens at a mental hospital battle the killer who is invading their dreams.",1987-02-27,Unwatched,,,https://www.themoviedb.org/movie/10072,Matched
A Nightmare on Elm Street 4: The Dream Master (1988),A Nightmare on Elm Street 4: The Dream Master,1988,Blu-ray,,10131,5.864,"Horror, Thriller",/boStYG7jKdoIZTduiOOsUVknD13.jpg,https://image.tmdb.org/t/p/w342/boStYG7jKdoIZTduiOOsUVknD13.jpg,,93,"Freddy Krueger returns once again to terrorize the dreams of the remaining Dream Warriors, as well as those of a young woman who may be able to defeat him for good.",1988-08-19,Unwatched,,,https://www.themoviedb.org/movie/10131,Matched
A Nightmare on Elm Street 5: The Dream Child (1989),A Nightmare on Elm Street 5: The Dream Child,1989,Blu-ray,,10160,5.41,"Horror, Thriller",/kizvpgXQfrAgN8FhOd87LbKk6kO.jpg,https://image.tmdb.org/t/p/w342/kizvpgXQfrAgN8FhOd87LbKk6kO.jpg,,89,"The pregnant Alice finds Freddy Krueger striking through the sleeping mind of her unborn child, hoping to be reborn into the real world.",1989-08-11,Unwatched,,,https://www.themoviedb.org/movie/10160,Matched
No Country for Old Men (2007),No Country for Old Men,2007,Blu-ray,,6977,8,"Crime, Thriller, Western",/6d5XOczc226jECq0LIX0siKtgHR.jpg,https://image.tmdb.org/t/p/w342/6d5XOczc226jECq0LIX0siKtgHR.jpg,,122,"Llewelyn Moss stumbles upon dead bodies, $2 million and a hoard of heroin in a Texas desert, but methodical killer Anton Chigurh comes looking for it, with local sheriff Ed Tom Bell hot on his trail. The roles of prey and predator blur as the violent pursuit of money and justice collide.",2007-11-09,Watched,4,,https://www.themoviedb.org/movie/6977,Matched
No Strings Attached (2011),No Strings Attached,2011,Blu-ray,,41630,6.297,"Comedy, Romance",/9C09L1U9S13J4Ut029Qhu0oLcTQ.jpg,https://image.tmdb.org/t/p/w342/9C09L1U9S13J4Ut029Qhu0oLcTQ.jpg,,107,"Emma is a busy doctor who sets up a seemingly perfect arrangement when she offers her best friend Adam a relationship with one rule: No strings attached. But when a fling becomes a thing, can sex friends stay best friends?",2011-01-21,Watched,5,,https://www.themoviedb.org/movie/41630,Matched
Nope (2022),Nope,2022,Blu-ray,,762504,6.8,"Horror, Science Fiction",/AcKVlWaNVVVFQwro3nLXqPljcYA.jpg,https://image.tmdb.org/t/p/w342/AcKVlWaNVVVFQwro3nLXqPljcYA.jpg,,130,"Residents in a lonely gulch of inland California bear witness to an uncanny, chilling discovery.",2022-07-20,Unwatched,,,https://www.themoviedb.org/movie/762504,Matched
Now You See Me (2013),Now You See Me,2013,Blu-ray,,75656,7.331,"Thriller, Crime",/tWsNYbrqy1p1w6K9zRk0mSchztT.jpg,https://image.tmdb.org/t/p/w342/tWsNYbrqy1p1w6K9zRk0mSchztT.jpg,,116,An FBI agent and an Interpol detective track a team of illusionists who pull off bank heists during their performances and reward their audiences with the money.,2013-05-29,Watched,2,,https://www.themoviedb.org/movie/75656,Matched
The Nun (2018),The Nun,2018,Blu-ray,,439079,5.905,Horror,/sFC1ElvoKGdHJIWRpNB3xWJ9lJA.jpg,https://image.tmdb.org/t/p/w342/sFC1ElvoKGdHJIWRpNB3xWJ9lJA.jpg,,96,A priest with a dark past and a novice nearing her final vows are sent by the Vatican to Romania to investigate a nun's death and face a demonic force.,2018-09-05,Watched,5,,https://www.themoviedb.org/movie/439079,Matched
Observe and Report (2009),Observe and Report,2009,Blu-ray,,16991,5.405,"Comedy, Crime, Drama",/zHuouWUKlRK0SeIjzTlmtoPLrFA.jpg,https://image.tmdb.org/t/p/w342/zHuouWUKlRK0SeIjzTlmtoPLrFA.jpg,,86,"Mall security guard Ronnie Barnhardt is called into action to stop a flasher from turning shopper's paradise into his personal peep show. But when Barnhardt can't bring the culprit to justice, a surly police detective is recruited to close the case.",2009-04-10,Unwatched,,,https://www.themoviedb.org/movie/16991,Matched
Oculus (2013),Oculus,2013,Blu-ray,,385938,6.7,Horror,/As3eTQXFBZZe2Gzf9ZzjFVULIIL.jpg,https://image.tmdb.org/t/p/w342/As3eTQXFBZZe2Gzf9ZzjFVULIIL.jpg,,14,"Mieke is being harassed by an inexplicable phenomenon. She is having nightmares and her children are acting strange. For no apparent reason her mother appears, after a long period without any contact. She tries to warn Mieke for impending doom. Has it something to do with the doll that one of her sons got for his birthday? Mieke makes a discovery, a very dark one. Something that will turn her life upside down.",2013-01-18,Watched,4,,https://www.themoviedb.org/movie/385938,Matched
Oddity (2024),Oddity,2024,Blu-ray,,1216191,6.644,"Horror, Mystery",/3Z9c1tbUhP0QruRjczPHnbx3U2D.jpg,https://image.tmdb.org/t/p/w342/3Z9c1tbUhP0QruRjczPHnbx3U2D.jpg,,98,"After the brutal murder of her twin sister, Darcy goes after those responsible by using haunted items as her tools for revenge.",2024-07-19,Unwatched,,,https://www.themoviedb.org/movie/1216191,Matched
Old School (2003),Old School,2003,Blu-ray,,11635,6.628,Comedy,/nYtuwNHpEoIbTgS3aFPSEwZNN6l.jpg,https://image.tmdb.org/t/p/w342/nYtuwNHpEoIbTgS3aFPSEwZNN6l.jpg,,92,Three friends attempt to recapture their glory days by opening up a fraternity near their alma mater.,2003-02-21,Unwatched,,,https://www.themoviedb.org/movie/11635,Matched
Oldboy (2003),Oldboy,2003,Blu-ray,,670,8.239,"Drama, Thriller, Mystery, Action",/pWDtjs568ZfOTMbURQBYuT4Qxka.jpg,https://image.tmdb.org/t/p/w342/pWDtjs568ZfOTMbURQBYuT4Qxka.jpg,,120,"With no clue how he came to be imprisoned, drugged and tortured for 15 years, a desperate man seeks revenge on his captors.",2003-11-21,Unwatched,,,https://www.themoviedb.org/movie/670,Matched
Orange Is the New Black (TV Series) (2013-2019),Orange Is the New Black (TV Series) (2013-2019),,Blu-ray (Season 1),,,,,,,,,,,Watched,4,,,No TMDB match / check title-year
The Others (2001),The Others,2001,Blu-ray,,1933,7.616,"Horror, Mystery, Thriller",/p8g1vlTvpM6nr2hMMiZ1fUlKF0D.jpg,https://image.tmdb.org/t/p/w342/p8g1vlTvpM6nr2hMMiZ1fUlKF0D.jpg,,101,"Grace is a woman who lives in an old house kept dark because her two children, Anne and Nicholas, have a rare sensitivity to light. When the family begins to suspect the house is haunted, Grace fights to protect her children at any cost in the face of strange events and disturbing visions.",2001-08-02,Watched,2,,https://www.themoviedb.org/movie/1933,Matched
Ouija: Origin of Evil (2016),Ouija: Origin of Evil,2016,Blu-ray,,335796,6.153,Horror,/gwynHc2RrOFaplYMMpQRpr3TIA4.jpg,https://image.tmdb.org/t/p/w342/gwynHc2RrOFaplYMMpQRpr3TIA4.jpg,,99,"In 1967 Los Angeles, a widowed mother and her two daughters add a new stunt to bolster their séance scam business and unwittingly invite authentic evil into their home. When the youngest daughter is overtaken by the merciless spirit, this small family confronts unthinkable fears to save her and send her possessor back to the other side.",2016-10-20,Watched,4,,https://www.themoviedb.org/movie/335796,Matched
Our Idiot Brother (2011),Our Idiot Brother,2011,Blu-ray,,59968,6.138,"Comedy, Drama",/2HahJCcUEduvMUTQhsqRwutpFw1.jpg,https://image.tmdb.org/t/p/w342/2HahJCcUEduvMUTQhsqRwutpFw1.jpg,,90,"Everybody has one—the sibling who is always just a little bit behind the curve when it comes to getting his life together. For sisters Liz, Miranda and Natalie, that person is their perennially upbeat brother, Ned. But as each of their lives begins to unravel, Ned's family comes to realise that Ned isn't such an idiot after all.",2011-08-26,Watched,2,,https://www.themoviedb.org/movie/59968,Matched
Paranormal Activity (2007),Paranormal Activity,2007,Blu-ray,,23827,6.048,"Horror, Mystery",/tmclkEpjeo4Zu564gf3KrwIOuKw.jpg,https://image.tmdb.org/t/p/w342/tmclkEpjeo4Zu564gf3KrwIOuKw.jpg,,86,"After a young, middle-class couple moves into what seems like a typical suburban house, they become increasingly disturbed by a presence that may or may not be demonic but is certainly the most active in the middle of the night.",2007-09-14,Watched,2,,https://www.themoviedb.org/movie/23827,Matched
Paranormal Activity 2 (2010),Paranormal Activity 2,2010,Blu-ray,,41436,5.789,"Horror, Mystery",/gfdrkBZAyUUXJJ2iLQe03SAYRD3.jpg,https://image.tmdb.org/t/p/w342/gfdrkBZAyUUXJJ2iLQe03SAYRD3.jpg,,91,"Just as Daniel and Kristi welcome a newborn baby into their home, a demonic presence begins terrorizing them, tearing apart their perfect world and turning it into an inescapable nightmare.",2010-10-20,Watched,2,,https://www.themoviedb.org/movie/41436,Matched
Paranormal Activity 3 (2011),Paranormal Activity 3,2011,Blu-ray,,72571,5.914,"Horror, Mystery",/9nYranPiWdNmbD5PRPPSL7VUFTS.jpg,https://image.tmdb.org/t/p/w342/9nYranPiWdNmbD5PRPPSL7VUFTS.jpg,,83,"In 1988, young sisters Katie and Kristi befriend an invisible entity who resides in their home.",2011-10-19,Unwatched,,,https://www.themoviedb.org/movie/72571,Matched
Paranormal Activity 4 (2012),Paranormal Activity 4,2012,Blu-ray,,82990,5.406,Horror,/na5tAslm1kGNcft083AIXMTOsYR.jpg,https://image.tmdb.org/t/p/w342/na5tAslm1kGNcft083AIXMTOsYR.jpg,,87,"It has been five years since the disappearance of Katie and Hunter, and a suburban family witness strange events in their neighborhood when a woman and a mysterious child move in.",2012-10-17,Unwatched,,,https://www.themoviedb.org/movie/82990,Matched
Paranormal Activity: The Ghost Dimension (2015),Paranormal Activity: The Ghost Dimension,2015,Blu-ray,,146301,5.307,"Horror, Thriller",/1YpFQ2MQKzlDoa8diLWkapdRI8t.jpg,https://image.tmdb.org/t/p/w342/1YpFQ2MQKzlDoa8diLWkapdRI8t.jpg,,87,"Using a special camera that can see spirits, a family must protect their daughter from an evil entity with a sinister plan.",2015-10-21,Unwatched,,,https://www.themoviedb.org/movie/146301,Matched
